date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2026-01-26,974,79993,49666,66441,60369,22957,67805,87161,67805,58420,9302,9362,5044,4481,2285,6013,9685,3732,8265,1017,294,739,215,85,67,56,63
2026-01-27,39380,69281,70859,75870,82722,33319,97062,92220,97062,67129,741,2920,6534,9310,4422,5543,2892,1930,4862,5929,733,14,672,22,20,16,61
2026-01-28,24121,96394,18979,53028,17851,36689,93457,43975,93457,91533,3309,9602,5037,3432,2740,8739,6150,3804,2269,4778,801,295,993,76,47,21,77
2026-01-29,38814,56490,15380,53895,54,67007,77876,10229,77876,6875,9294,3693,251,7935,4267,3594,6926,7551,7419,9582,206,200,971,81,87,60,32
2026-01-30,32845,52609,21294,57124,44933,42993,38923,615,38923,98146,1848,2378,6699,3168,1980,7505,3079,8601,7435,3241,392,255,854,3,82,85,81
2026-01-31,42754,61405,48285,19114,63110,4075,60220,89022,60220,42944,9182,5276,3737,947,9007,2156,2640,4549,879,4558,813,258,481,77,51,67,47
2026-02-01,1377,62903,18387,7354,10059,81560,41701,37260,41701,22989,6605,3887,2927,2963,1390,7638,4761,2703,7094,7161,431,107,573,58,3,47,5
2026-02-02,73461,85558,50359,49985,42645,73512,76496,96228,76496,99454,4117,3462,7691,3281,3582,9139,1398,8212,8012,1076,615,883,155,23,7,74,6
2026-02-03,97648,23355,76097,20928,49808,31824,81955,42681,81955,8223,6075,7356,9948,3990,3072,1901,856,4267,952,1140,552,822,147,98,41,76,81
2026-02-04,6517,31720,59815,63073,44790,51542,99159,33670,99159,74299,1691,910,234,8239,7358,8882,4025,6132,2344,2649,448,371,569,65,60,30,88
2026-02-05,10268,7214,26579,26609,29697,34440,97261,6557,97261,4923,7907,3742,9186,629,94,5002,9856,7910,6887,5365,664,748,487,58,73,33,57
2026-02-06,6133,95078,79243,97697,9777,78009,2892,62327,2892,30966,9656,7323,1879,7157,8225,8191,6358,638,1942,7726,562,720,581,5,61,18,50
2026-02-07,38385,72416,98960,67180,70849,21068,12341,42582,12341,13419,2133,6818,2223,2250,1151,8762,8991,6418,292,9309,464,234,649,94,17,77,43
2026-02-08,57977,81761,60912,71500,95110,13995,21161,95191,21161,1132,921,1517,3149,6645,4913,6411,8467,5689,5289,3034,403,432,10,35,36,38,4
2026-02-09,5901,95598,84591,88377,11715,48789,40846,74155,40846,67087,9847,5056,6625,6463,2542,4773,5512,3129,200,4096,130,769,434,14,25,76,67
2026-02-10,65390,26187,35885,57985,28385,68491,37698,84902,37698,27277,2819,4878,2104,3599,3453,4559,4768,6619,5663,4467,632,203,423,59,55,14,61
2026-02-11,20692,89293,96602,63021,95539,28188,78409,65621,78409,32548,8089,3266,4238,9502,5857,1473,5343,1637,4990,3764,545,709,541,98,92,32,47
2026-02-12,81475,35841,94975,87429,3723,60053,5057,83453,5057,45559,9094,2873,3394,7063,2846,3632,5872,9959,2808,5923,990,720,207,81,50,16,10
2026-02-13,93177,17455,10301,37583,69511,81888,38876,4075,38876,91303,4363,7407,1202,9519,7421,5972,7698,7059,2726,3790,717,473,561,73,9,10,1
2026-02-14,90630,60522,4734,21740,51904,72260,94137,41807,94137,34635,9834,4280,9213,6455,8491,4037,2589,3568,7727,5954,915,781,457,18,9,60,86
2026-02-15,22601,2477,62141,37062,78282,7567,25784,99988,25784,97965,9816,8859,9751,1035,7454,8111,7385,6881,1260,8762,634,964,259,79,3,34,45
2026-02-20,36481,64716,13037,47325,5064,76563,48877,99725,48877,28913,1936,1066,6093,5292,6690,8789,1041,8492,1780,3083,586,74,150,75,42,9,81
2026-02-21,44413,7591,33231,76046,65697,99008,46145,79381,46145,12774,4582,612,6600,8162,6341,847,5564,4777,7500,8744,243,887,936,91,14,96,9
2026-02-22,64512,32888,16801,47814,26204,11555,31705,49009,31705,48716,8217,9373,2208,8557,8585,1495,1092,8317,7790,8648,3,214,87,30,88,9,33
2026-02-23,67655,11374,55205,21535,48054,88283,90399,42416,90399,57645,1162,5668,4592,4642,1722,1829,7715,901,3426,7719,396,332,669,45,43,0,57
2026-02-24,65037,12969,56252,649,11522,92128,63197,61423,63197,35294,5578,6685,2154,9613,5289,8010,6004,9930,5280,4771,344,904,115,95,36,37,42
2026-02-25,48153,94401,14959,95063,67852,8790,92001,32702,92001,1631,222,5116,3649,3724,8450,366,154,7196,5248,7701,410,44,718,84,30,13,67
2026-02-26,86408,33453,2973,89033,26458,2328,47651,14451,47651,93956,9950,5001,1794,8308,8160,6608,5967,6156,7330,9398,609,108,352,50,41,65,99
2026-02-27,13283,70345,1554,23922,42516,24330,17997,70853,17997,16931,5944,6781,6597,8740,8512,6208,7633,7838,2994,2531,247,554,108,57,42,39,13
2026-02-28,47891,23959,926,60107,66427,71045,98617,12286,98617,98368,9607,4464,5447,3035,1738,5716,7793,1441,7224,1677,94,495,672,65,82,97,9
2026-03-01,90148,20116,9827,74465,15703,6203,13706,7938,13706,95651,7572,6902,4082,6661,8156,7191,875,7747,1348,651,248,357,890,92,73,60,77
2026-03-02,75257,18045,52704,5590,96296,27117,56279,77805,56279,39745,7707,2749,1020,8081,1983,7224,6773,6641,9130,1735,205,397,508,45,61,98,0
2026-03-03,70078,40950,66118,40389,31047,8184,43369,6141,43369,96241,4710,1311,2871,3800,3937,6820,5108,1978,748,2759,437,240,408,21,36,77,79
2026-03-04,10619,13245,69150,47741,26251,44791,25742,9992,25742,26367,3409,4837,1862,5415,8642,31,73,4613,7360,3672,895,439,658,5,26,91,35
2026-03-05,16659,15079,45592,87782,3563,95657,30432,94002,30432,66474,4109,582,6685,4430,6808,1382,2571,1225,270,22,331,968,885,99,40,14,61
2026-03-06,38249,53250,1244,88779,37366,95788,55078,78381,55078,85851,2832,865,5758,6646,6585,1092,3994,2111,8745,1194,854,610,140,14,71,85,1
2026-03-07,51951,40173,72851,79896,14269,77243,55128,30123,55128,38232,3646,4663,3778,2128,6631,6212,620,2768,6603,8099,491,495,597,43,21,64,83
2026-03-08,81336,22075,83524,88647,52835,80805,90583,51289,90583,50162,519,3798,9052,7138,1762,8391,8947,3527,8829,3753,787,365,384,74,27,24,42
2026-03-09,90580,4540,94487,98098,35606,42538,65963,22001,65963,58627,2392,4618,1552,6353,352,1716,6704,6184,8080,236,614,41,733,53,35,65,20
2026-03-10,22342,94158,15150,54728,54956,51799,30902,86743,30902,90409,4484,660,479,9450,6762,1399,6702,6991,1310,1484,477,990,927,37,95,78,51
2026-03-11,30368,29356,46164,75498,33789,7705,75150,95564,75150,53231,5708,4870,118,979,6196,1569,5628,2636,8647,9269,680,383,179,97,71,9,43
2026-03-12,72124,28130,57732,6509,4837,51117,25464,89493,25464,83696,5204,206,7341,7510,7207,8438,1291,1245,9366,6330,270,656,927,90,8,64,59
2026-03-13,86759,14807,29887,5412,12237,7575,20703,49064,20703,96740,5533,1577,5021,5626,1130,8256,5000,5668,5215,8087,742,489,430,88,90,10,65
2026-03-14,56848,73483,92423,3127,91144,79528,68003,34736,68003,73286,8396,4678,6700,668,9231,4787,8494,9238,8841,1247,214,587,621,52,55,92,91
2026-03-15,1770,90396,93620,88013,31307,29198,55857,83618,55857,16535,2842,2991,522,4344,8085,5101,1052,5669,4280,8397,103,122,461,68,84,38,76
2026-03-16,77552,10246,83858,72874,61930,90777,3788,69003,3788,26446,4795,3934,6784,6764,974,2426,8556,151,3235,5587,57,133,52,47,50,39,28
2026-03-17,7969,9435,75015,57586,84001,17754,44799,23752,44799,666,1801,972,1330,3310,9690,1372,3721,1627,1810,4363,239,362,997,90,22,75,93
2026-03-18,25287,45570,65174,30981,37360,97963,32585,1475,32585,63233,5608,5580,4895,7625,2364,9998,7381,7057,8691,2366,530,424,699,57,16,30,29
2026-03-19,75495,65394,11823,78281,55791,64593,46652,73481,46652,67150,2277,6560,3625,8563,4758,4339,9656,4597,2073,2211,415,122,293,56,52,6,41
2026-03-20,81124,4983,290,63046,29024,89600,67378,1615,67378,17902,1127,9490,3116,9388,1781,4301,2491,1917,1409,6293,536,762,964,57,44,80,32
2026-03-21,88594,19952,27619,72234,60611,75467,63729,94907,63729,24194,7514,2499,5992,4648,4116,7168,4360,2697,5970,4728,888,151,984,92,26,43,5
2026-03-22,58646,56121,38604,79618,39390,29082,23973,57243,23973,81249,6597,3406,5752,7016,9261,8191,4162,9138,1933,9913,65,454,913,80,11,24,39
2026-03-23,77514,24090,50525,97318,47731,60452,40281,9169,40281,77930,9754,8292,9859,1069,9514,8857,9,2277,2631,8725,916,952,302,89,44,29,28
2026-03-24,3829,39331,28736,20562,38181,15270,27945,79080,27945,88699,9163,8720,8923,991,202,1721,424,8973,4490,1213,364,509,375,7,96,47,40
2026-03-25,53988,71466,22728,42861,90932,68244,46533,34712,46533,63621,8233,8490,9513,9360,6007,9020,8451,1887,568,356,811,195,876,24,74,0,95
2026-03-26,44693,60794,14552,17487,81985,47014,57792,95318,57792,67162,2166,9428,5602,2636,1902,5487,2110,7982,9799,9727,551,696,336,11,95,82,49
2026-03-27,61332,833,6749,90784,33991,15957,12620,79296,12620,49338,2776,9180,8286,8265,7005,5021,9525,3674,5538,5814,938,124,130,16,10,4,65
2026-03-28,96422,19843,50838,44534,29883,54840,33497,94988,33497,42209,1804,3611,2755,569,7194,9927,2925,1164,2143,4991,188,358,385,9,61,76,18
2026-03-29,37188,60695,97205,88249,8030,17531,24964,66457,24964,53051,1573,8230,9688,5058,7370,3151,8175,1811,3534,4776,387,717,786,86,6,13,81
2026-03-30,64464,41265,35323,13001,87361,16446,88711,90431,88711,67627,3503,4562,6592,8933,5861,8919,8028,3677,1240,7438,476,413,928,20,34,7,62
2026-03-31,11591,46549,20316,15526,47620,89503,71174,31267,71174,65742,4748,4380,8979,977,9613,2808,6091,705,8330,7200,345,847,831,70,18,23,78
2026-04-01,31666,86408,48955,61411,1938,88321,89779,28502,89779,31774,2458,7917,4776,6202,2890,1221,1109,1651,2355,3979,155,51,728,37,16,52,20
2026-04-02,91267,39150,10890,48921,18329,28632,19831,96395,19831,59259,214,7865,5583,4111,3084,4821,9506,7517,2862,778,989,344,934,39,95,40,93
2026-04-03,12944,72191,50258,41660,34361,52424,56036,29652,56036,99491,9687,5975,6794,6176,5598,1954,9760,4897,6355,9844,980,409,442,86,15,29,54
2026-04-04,29737,79282,116,77241,70880,82943,2709,44672,2709,93589,9083,4223,5256,5863,2351,4993,904,6797,7642,251,566,49,726,59,48,40,41
2026-04-05,2855,71740,51070,27552,32449,39959,93599,44934,93599,17561,7869,6709,2631,5878,2298,4530,5069,3325,1358,4734,307,268,825,41,61,73,89
2026-04-06,76406,32332,35761,74987,43531,91483,52995,87510,52995,57421,1232,5201,1252,5915,4545,3241,6779,4732,3943,717,331,29,877,65,33,91,26
2026-04-07,2382,47829,25691,80283,18138,36208,47495,3593,47495,83886,3225,6159,5531,4192,2613,8522,2970,492,4736,6147,405,177,836,85,72,10,77
2026-04-08,27450,93235,58678,36197,99892,5641,12842,76202,12842,35985,2820,8638,4633,3830,5845,2265,7001,1726,3945,109,933,1,877,60,94,0,26
2026-04-09,45625,95649,50412,36214,48032,5964,80760,72118,80760,27094,2330,4939,204,3673,6179,8937,8895,569,5008,5753,453,556,741,32,41,72,84
2026-04-10,46120,25818,79478,2773,62472,17689,66422,79123,66422,58507,8669,1207,2080,1472,6930,7010,2405,537,7428,8364,237,366,323,7,37,42,79
2026-04-11,24204,85603,38633,60657,86159,53398,89820,48574,89820,27917,5568,3662,3844,5731,7073,9750,4249,4430,7270,7913,97,494,880,57,71,16,80
2026-04-12,12000,76562,54817,5087,45569,99108,77582,96342,77582,39720,3967,3599,2205,2791,6763,7161,5619,9737,6123,5397,54,360,384,95,68,77,25
2026-04-13,22738,17809,6660,41260,27814,33846,35851,79609,35851,92520,514,5426,900,582,699,7964,9148,6945,4313,811,536,189,368,20,19,10,2
2026-04-14,92763,43133,30333,99565,7912,23633,11391,55369,11391,5043,1103,7294,6485,2571,7971,6779,2891,7250,3527,8536,589,865,212,26,57,13,22
2026-04-15,3714,73668,70849,42878,36930,7828,89755,37165,89755,21432,7489,471,820,4710,7118,5672,7668,3808,4958,6875,710,526,102,65,59,88,93
2026-04-16,35035,97627,32561,50740,98510,74537,94793,79540,94793,79848,5022,9828,5081,615,1860,1658,3676,3091,9172,4378,311,712,195,69,18,33,87
2026-04-17,38455,64514,96963,91177,17860,64337,85166,9392,85166,96481,3605,371,2917,2592,711,388,4960,5179,4972,1376,706,991,651,30,27,13,77
2026-04-18,17243,4013,57720,45649,6869,33442,67961,83654,67961,25760,3092,5365,3768,2615,6173,7658,4136,5645,2979,9831,872,43,819,95,74,59,53
2026-04-19,93725,14016,47398,67764,92514,1445,79254,82781,79254,53870,7769,444,7194,6359,7562,7647,7013,693,3503,7516,329,55,725,82,87,8,16
2026-04-20,74197,88897,75281,83073,29125,9606,31567,93696,31567,21532,4114,721,708,206,2853,707,7804,9339,4057,5308,466,461,61,34,6,47,39
2026-04-21,48076,66442,97779,94665,99325,62275,67099,62579,67099,91083,1513,6031,9510,5834,2340,276,5636,6796,4193,2974,695,382,521,9,13,22,95
2026-04-22,36948,96041,9028,27803,67373,92273,1401,29007,1401,77891,9370,3839,8509,9528,205,3067,6198,5898,2470,6631,148,820,556,52,64,72,79
2026-04-23,66239,39591,18058,22407,81305,9686,17519,22201,17519,32721,5596,1384,2654,9942,4202,7044,3363,261,196,7831,839,220,691,22,63,99,57
2026-04-24,9876,34379,6537,43498,63772,60051,51342,47728,51342,16950,7574,6080,9245,1822,5393,4113,2809,1962,1729,8284,355,334,771,5,84,11,14
2026-04-25,8717,1150,17796,37212,10242,98048,36694,43306,36694,19611,3690,1869,6374,4515,3735,6499,3927,4766,8643,6855,230,66,609,27,99,57,39
2026-04-26,38228,25708,18653,91985,13120,66145,38517,42208,38517,52271,1375,6341,243,1189,381,9484,362,9648,8227,7191,146,228,405,30,86,5,77
2026-04-27,10059,97664,46804,53185,67397,82511,78845,75249,78845,58156,8498,9994,470,1973,2627,2460,5781,1928,8847,7793,185,231,468,34,46,28,71
2026-04-28,45254,5638,40244,18921,88125,66794,52609,59982,52609,70432,4872,3132,278,398,1236,5501,5959,684,948,2727,290,806,898,4,82,91,30
2026-04-29,86569,66320,56144,85128,28242,61475,96836,1666,96836,63941,7387,2584,9839,4387,9817,9050,924,7760,6055,4148,277,58,312,72,46,69,18
2026-04-30,82075,36057,15774,56957,35292,4025,54556,19779,54556,32357,8296,13,284,2330,9054,6999,6997,5730,4051,4344,6,621,473,30,19,98,74
2026-05-01,96637,93296,12155,58409,22927,29764,94519,63942,94519,69625,114,2932,581,7691,5151,1059,8554,7671,982,427,355,722,435,48,39,79,46
2026-05-02,16132,71757,99083,98654,86938,71437,36884,49158,36884,74525,3100,7714,4382,524,6046,7173,3104,6621,697,8307,960,157,907,41,14,62,87
2026-05-03,32964,7578,4054,1848,61895,30357,50223,32428,50223,727,787,1532,2957,1984,6844,3254,1640,1137,8191,6048,506,490,194,68,88,24,59
2026-05-04,11251,41714,83115,80556,26457,76234,63246,50115,63246,71851,6469,5545,730,1317,8380,6205,9349,1012,2407,7442,867,393,252,15,69,63,67
2026-05-05,22512,24866,25891,9705,62986,888,10468,7788,10468,1198,4229,8961,1317,934,6666,1110,9097,3014,7198,2747,368,391,971,37,44,31,50
2026-05-06,80241,16280,3313,79331,9212,76395,61796,72415,61796,15842,5346,509,2157,141,6355,4325,8704,7417,8490,1023,601,392,689,90,50,6,25
2026-05-07,14540,2551,70294,10702,76049,5729,52229,28053,52229,18799,4921,3330,5765,9450,9471,3483,8572,3814,1250,1697,156,125,61,15,40,45,66
2026-05-08,29147,10644,52246,38093,50305,32171,15677,32860,15677,19956,7479,5784,9374,6562,3272,1087,3487,3352,7313,4385,661,311,582,62,25,42,94
2026-05-09,26192,75052,66123,62653,56910,76565,78266,49183,78266,80017,5196,1213,9947,7850,9479,8567,5492,6495,437,1364,681,742,10,5,96,86,45
2026-05-10,76223,73917,73064,66052,8193,69357,46545,74599,46545,32425,8051,3490,6617,8957,3343,7568,2411,3891,6314,2572,953,279,62,17,15,30,52
2026-05-11,52117,31957,40410,91383,73666,88708,37174,89774,37174,47123,6646,2221,9669,5216,5097,7883,5289,891,7752,7773,410,906,74,80,18,44,56
2026-05-12,52233,65304,84177,93271,2993,39635,64827,63404,64827,61748,3934,9304,3652,3551,2458,828,1662,6335,564,8640,81,447,291,27,32,31,58
2026-05-13,64138,72561,33955,19014,31509,43949,77148,1303,77148,80160,9580,8089,8591,546,3416,4046,5822,8047,6374,1215,12,975,708,33,90,99,83
2026-05-14,76669,50624,53092,6398,17989,64061,26753,15989,26753,46767,9287,9523,9817,9442,7503,394,8913,1924,6046,4812,272,676,975,4,48,62,43
2026-05-15,67294,57092,27716,24054,35265,66870,56598,80731,56598,56131,8850,898,3851,3714,7140,9621,291,1307,119,6546,388,714,542,49,47,9,33
2026-05-16,19404,88678,39224,96731,84491,73570,57612,69204,57612,10074,8566,4186,2260,3987,9080,1968,2864,2838,8548,6997,948,185,7,66,60,81,84
2026-05-17,96684,69606,26263,48069,97425,96836,63051,93319,63051,72410,9876,5312,7235,3516,688,8203,2218,3032,2173,9535,656,571,83,9,51,22,93
2026-05-18,55361,46989,54197,29265,35697,70438,35532,71986,35532,64114,6150,4951,1662,4936,8883,5569,8579,5927,35,44,941,444,120,11,49,70,55
2026-05-19,81754,11706,25623,79831,26573,11840,29185,44985,29185,8022,9895,5267,4713,9653,7157,1186,4855,4562,8734,4452,492,974,246,62,18,17,87
2026-05-20,88568,71876,24688,4636,89256,63913,35175,59418,35175,99901,90,1408,838,2884,9113,978,9288,1053,1920,5773,252,120,80,10,52,94,11
2026-05-21,72685,51560,32300,92213,99485,18305,26585,54713,26585,46412,1727,7428,2861,5368,6116,7813,8650,6409,8037,5105,430,186,294,38,54,95,74
2026-05-22,72939,13297,75290,19510,57909,59927,39900,90168,39900,7921,8773,490,7401,1088,8214,1043,5126,2458,5055,6695,76,479,179,43,12,78,81
2026-05-23,38021,37305,8931,94394,49273,23826,48168,65528,48168,34286,3536,5025,1455,7345,911,1352,6348,9886,3058,6392,972,608,381,84,36,85,26
2026-05-24,20104,19670,74907,80114,17997,91084,78875,60333,78875,91682,6992,3686,8582,414,3180,2031,4784,7803,9929,619,253,724,653,29,58,6,96
2026-05-25,97281,22854,39820,91801,88828,35267,96002,58210,96002,43521,6114,2612,9022,7066,3171,9065,9044,9532,4487,7356,350,528,163,90,43,83,96
2026-05-26,49111,53877,67293,25976,90791,37938,50959,61441,50959,65366,1506,714,1716,9892,370,6676,4470,1595,2267,3618,654,51,723,74,39,28,81
2026-05-27,61513,25473,5981,36393,1096,81866,19263,59097,19263,16436,5033,4807,8302,840,2819,3011,7912,9554,2672,5294,440,550,613,45,27,16,15
2026-05-28,250,39010,17976,39936,42031,64949,97106,54435,97106,77577,8278,6410,3916,6841,6276,1064,1327,7788,9700,4619,264,345,791,16,0,51,99
2026-05-29,77954,82949,19245,37851,34384,90328,88871,45255,88871,50834,8910,7395,2718,8257,3246,9921,5398,6029,6441,1810,98,778,418,17,16,66,83
2026-05-30,17743,28426,92872,48102,61544,92103,81473,89000,81473,50259,7359,6209,6660,6208,6485,5114,9246,9191,3480,6885,324,373,168,51,56,96,44
2026-05-31,24042,81440,92978,42290,8957,47417,27063,98331,27063,88797,7717,7829,5183,4559,6081,6150,1112,6923,8303,9866,320,652,359,73,39,81,84
2026-06-01,90353,21114,13583,59017,60434,65606,92114,46742,92114,3239,3708,740,2780,6463,8154,5355,5712,2460,5262,6198,650,691,407,42,67,20,10
2026-06-02,73823,98492,10865,843,34079,78655,33221,16531,33221,40341,3192,1237,1654,8326,6239,4438,3321,6767,6355,6444,934,425,630,32,59,83,87
2026-06-03,2636,72066,91030,93579,33370,45058,83813,75138,83813,64869,2423,4622,1251,5398,976,4695,2571,1498,5748,4618,374,613,55,52,90,77,34
2026-06-04,5583,90472,27501,1694,52678,67285,59075,81592,59075,46430,507,818,758,1416,6019,4774,6896,8024,572,8373,446,45,490,33,52,80,16
2026-06-05,74978,29875,36073,373,33176,79417,97000,77385,97000,44357,3851,9764,6277,4547,3717,5983,6909,4076,5485,3413,945,116,522,49,52,99,46
2026-06-06,33465,97880,3942,78566,66948,10572,55901,33708,55901,3466,84,878,3921,3151,9490,571,7258,5113,2638,7068,106,675,477,53,32,69,52
2026-06-07,15393,33737,69977,71564,29522,79669,8458,24572,8458,81352,8774,426,4101,2060,2393,6574,1836,4134,5141,9548,968,97,715,9,11,41,15
2026-06-08,53505,80099,82382,82605,9863,17676,70784,17059,70784,75128,6098,1280,3518,9235,8180,2156,2125,66,174,670,231,92,769,31,21,61,7
2026-06-09,7251,20211,6409,84839,7328,20549,88071,86630,88071,88768,7219,6612,8243,5385,5327,5340,7378,1611,1563,9996,335,887,586,10,90,47,49
2026-06-10,4308,68774,38491,20421,97346,15214,51337,84436,51337,83637,3821,1684,7399,5148,1100,4827,5169,5458,852,5941,556,218,330,52,13,5,7
2026-06-11,99983,51917,64728,20326,23098,51786,44412,7872,44412,58823,3570,3222,5909,2673,3852,5857,6454,5092,1532,4199,358,179,984,20,56,59,54
2026-06-12,24889,85605,2191,267,14720,51087,55148,87196,55148,85044,2523,7244,15,9000,8638,7823,3614,5702,9428,5732,63,569,896,76,89,26,47
2026-06-13,60014,84688,95376,48682,23340,41352,45175,12906,45175,53150,3980,2510,4104,6755,3318,1833,3895,2365,6377,3321,752,376,448,1,44,93,72
2026-06-14,63000,45171,85,82483,84939,85470,55445,27413,55445,54507,5312,6012,9379,3924,3000,3137,5537,8306,4500,1174,169,931,202,48,99,69,38
2026-06-15,71680,62845,66605,34138,77489,1083,72269,88174,72269,43631,1167,8613,8192,9024,8441,9252,6691,7536,9217,5638,774,907,243,62,86,27,0
2026-06-16,80384,75429,65858,40175,47665,24523,93872,29148,93872,40762,1455,8744,3901,8229,5223,8228,1786,703,2196,6546,710,36,784,11,59,55,70
2026-06-17,71203,48645,2687,31013,58104,56401,2440,62235,2440,87115,1081,7884,5564,8913,94,3786,7232,4336,3826,1492,411,703,695,21,16,61,97
2026-06-18,15032,96675,55836,27341,30537,37226,15283,85155,15283,33106,3023,3583,7460,2755,5691,1765,4030,1091,2586,8796,927,271,124,33,8,5,68
2026-06-19,63155,42245,17963,84785,37852,82670,42484,75217,42484,95391,752,8249,9491,2554,9759,4601,5275,5409,2611,7644,21,745,601,50,64,44,35
2026-06-20,54860,81659,44115,93394,99367,59941,41617,47095,41617,63952,2296,2257,5342,679,3567,9106,619,1389,3103,8205,461,38,213,96,76,85,68
2026-06-21,28083,98033,91687,21982,76861,94628,56951,14372,56951,8730,8329,225,5769,1065,8206,7740,6743,9491,137,4981,595,625,140,94,33,7,13
2026-06-22,62136,54550,30875,24316,59758,19481,61360,73165,61360,37788,4185,722,6889,2840,2646,6881,7363,7989,7683,564,92,906,532,92,54,23,47
2026-06-23,50437,80903,15900,70391,39025,37187,34697,82412,34697,25718,9351,5445,8890,5897,5955,6167,6113,6975,1354,5853,240,458,180,38,83,93,62
2026-06-24,52751,36959,37307,45367,2693,48857,5169,38906,5169,63712,3055,2555,1947,3358,4137,1353,3105,9543,5086,7288,602,238,63,98,54,66,21
2026-06-25,1816,38528,75976,64522,90715,15200,64401,89980,64401,99121,3317,8460,4356,9190,5793,7127,1825,3106,7722,282,351,666,295,38,3,36,50
2026-06-26,54804,86432,13809,71189,84499,40692,91395,5447,91395,22491,1847,1767,4634,1676,8045,9732,3792,8084,387,6299,792,888,146,32,75,34,7
2026-06-27,9253,77988,47765,74645,12147,62526,91680,80964,91680,107,9245,4476,4247,827,639,1313,757,8887,4331,680,465,739,135,95,48,91,68
2026-06-28,12452,17149,78543,9227,4630,4283,69042,24619,69042,21143,6660,5298,1396,4449,3504,54,1193,2284,8711,5407,6,473,114,85,41,55,36
2026-06-29,37642,47110,81418,41783,28815,70574,27729,66429,27729,34208,3076,9255,1860,8838,5877,1562,7701,6084,7290,1945,244,631,879,94,8,93,70
2026-06-30,60468,31651,71173,80230,59780,20731,1625,23203,1625,30168,1992,5360,537,8142,3932,1982,4526,9295,8417,6527,359,277,412,33,90,97,12
2026-07-01,31854,28354,12465,72384,32906,4292,63731,65959,63731,35224,6100,2989,3278,6536,7660,3350,5711,7836,2034,1179,131,832,553,91,7,35,80
2026-07-02,51139,53733,86448,48515,7052,19022,53831,65638,53831,5951,3115,9949,8111,1689,4973,7396,1950,2740,1419,5208,559,824,270,59,78,33,70
2026-07-03,18165,26965,12215,36248,64733,85281,24897,21858,24897,74653,3919,1651,4954,7252,2921,9715,3310,9232,2561,9734,844,218,771,90,68,92,13
2026-07-04,14887,34848,1608,69074,70279,94314,627,79420,627,22704,2687,6160,7283,5179,1327,6447,6008,1845,8606,7255,678,637,222,73,54,87,91
2026-07-05,66771,64531,53751,62057,22964,18198,37503,11113,37503,4737,9277,9799,6109,123,604,9280,2063,1981,9947,517,990,376,186,99,35,3,86
2026-07-06,43497,95103,29328,79523,68679,66934,67183,82777,67183,71370,7755,7395,7104,2429,4686,6183,1236,1832,1799,1915,671,856,356,30,55,89,20
2026-07-07,92579,90726,49846,84937,30193,70011,72314,45411,72314,47854,8918,4442,1106,4996,7713,3696,247,9389,6262,7366,224,421,186,80,62,54,81
2026-07-08,95089,8999,83641,48473,28237,44980,5900,3477,5900,52341,979,9700,6880,1727,7987,7967,7278,8520,5987,2190,71,707,726,20,1,81,19
2026-07-09,69185,65749,93061,88894,87413,10392,19463,76869,19463,19660,3400,1510,3495,2884,9219,622,9568,4458,73,2340,349,724,191,13,5,64,46
2026-07-10,72767,61760,97537,51581,42362,67566,13136,6645,13136,60061,250,4119,6753,6183,554,9113,8482,1034,9727,1194,16,402,443,96,20,31,73
2026-07-11,9401,36061,77252,60057,51690,28065,93903,75131,93903,12023,3626,1683,2414,9774,9198,1500,3618,8389,9640,250,425,731,475,6,26,73,72
2026-07-12,10494,71906,97120,82058,50909,64050,28108,98423,28108,71336,6962,4911,940,3365,8033,5319,5240,2471,9817,2637,56,469,634,59,34,5,62
2026-07-13,74299,93956,52860,61224,56764,65767,54685,7842,54685,33930,6331,4632,6150,553,9892,1455,2364,413,1,5503,889,268,80,97,76,5,75
2026-07-14,59147,71464,4046,79833,94592,17075,20686,30666,20686,53748,8788,7917,8057,4410,8019,382,90,4549,989,7879,674,612,599,68,39,5,75
